Mprbampc	0
Mglu5sac	0
M3dhskc	0
Mapsc	0
Morotc	0
Mpapc	0
Mdutpc	0.93087878886702746
M3hhexACPc	0
Mglyc3pc	0
M4hbzc	0
Mmlthfc	0
M2mahmpc	0
Makgc	0
MleuLc	0
Mco2p	0.0
Mglutrnac	0
Mugmdc	0
Muamagc	0
Mkdoc	0
M3hdecACPc	0
Mhispc	0
M4adchoc	0
Mumpc	0
Mkdolipid4c	0
Mforc	0
Mphomc	0
M3hpalmACPc	0.92684258134977215
Mdtmpc	0
MgluDc	0
Mhmbilc	0
Mkdo8pc	0
MhdeACPc	0
Mimacpc	0
Mgam1pc	0
M3mopc	0
M4ppanc	0
Mgarc	0
M3dhqc	0
MtrpLc	0
Mmalcoac	0
Matpc	0
M2me4pc	0
M2ohphc	0
MbutACPc	0
Mglycltc	0
M5apruc	0
Msclc	0
Mqulnc	0
M4mopc	0
Mcle	0
MhomLc	0
Mclb	0
M3mobc	0
Mthmppc	0
Mclp	0
M10fthfc	0
Mphpyrc	0
Mgrdpc	0
Mahdtc	0
M3ooctACPc	0
Mahcysc	0
Mu3hgac	0
Mh2mb4pc	0
Mf6pc	0
Mgdpc	0
Mairc	0
Mps161c	0
M3odecACPc	0
M3ocddec5eACPc	0
Mnicrntc	0
M4paspc	0
Mskm5pc	0
Mglu5pc	0.92821097881684667
MddcaACPc	0
M5aizcc	0
Mpdx5pc	0
Mindolec	0.93001982331214794
Mdtdpc	0
Mfumc	0
Mpydx5pc	0
Macserc	0
Maspsac	0
MalaBc	0
Manthc	0
Mr5pc	0
Muamac	0
Mudcppc	0
Mppp9c	0
McysLc	0
MthrLc	0
Mdmlzc	0
Mdttpc	0
M5aopc	0
Mara5pc	0
Mthmmpc	0
Mpapsc	0
Mbut2eACPc	0
M13dpgc	0.62202644222813031
MargLc	0
Macg5sac	0
Mcu2e	0
Mpphnc	0
Mprfpc	0
Mmurein5p5pp	0
Mt3c7mrseACPc	0
M4c2mec	0
Mt3c5ddeceACPc	0
M6pgcc	0.90741238024941018
Muagmdac	0
Mzn2e	0
MmetLc	0
Mzn2c	0
Mprbatpc	0
MhisLc	0
Mhmfurnc	0
Mhmfurnb	0
M3omrsACPc	0
Mzn2p	0
Mq8h2c	0.56469545666297116
M23dhdpc	0
Mipdpc	0
Mg6pc	0.87758739985910872
Mametc	0
Mpepc	0
Mthfc	0
M6hmhptppc	0
MtyrLc	0
Madec	0
Mampc	0
Mdhptc	0
Mpe161p	0
MpserLc	0.86942370898695043
Madpc	0
Mcdpdhdecgc	0
MproLc	0
Mchorc	0
