Probe_ID	Gene_ID	Assay_Normalized_Signal_HB00E8F_5/25/07_12:10_PM	CV_HB00E8F_5/25/07_12:10_PM	Flags_HB00E8F_5/25/07_12:10_PM
102967	hCG27605.2	3.91	0.18	0
102968	hCG14731.3	2.09	0.43	0
102971	hCG20308.3	1.05	0.53	0
102972	hCG16223.4	1	1.84	1
102973	hCG36900.3	0.84	0.17	0
10298121	hCG2043003	0.87	0.33	0
102988	hCG15202.3	53.4	0.04	0
102997	hCG1980047	58.38	0.02	0
102999	AB011137.2	0.45	1.21	1
103002	hCG1779180.1	0.23	0.92	0
103003	hCG2016474.1	0.46	2.11	1
103010	hCG2027846	4.48	0.06	0
103013	hCG37079.3	5.66	0.05	0
103021	hCG1811538.1	6.44	0.04	0
103022	hCG24061.3	0.24	9.33	1
103029	hCG1645213.2	0.22	0.93	0
103030	hCG2041149	0.33	0.91	0
103034	hCG1981858	223.24	0.02	0
103043	hCG1989166	2.23	0.19	0
103054	hCG2025555.1	0.46	0.43	0
103058	hCG17972.3	1.49	5.72	1
103069	hCG1811636.1	21.56	0.04	0
103070	hCG2041405	0.15	0.32	131073
103073	hCG2040241	1.55	1.82	1
103079	hCG1981896	6.87	0.09	0
103080	hCG28156.4	0.47	437.34	1
103082	hCG1818498.1	1.74	0.25	0
103085	hCG2040279	1435.99	0.04	0
103095	hCG1791193.1	924.93	0.02	0
103097	hCG2001832	3767.85	0.02	0
103100	hCG40208.2	1.39	0.36	0
103102	hCG39470.3	6.06	0.05	0
103103	hCG2036584	0.87	0.19	0
103105	hCG37468.3	0.29	2.67	1
103107	hCG1816600.1	1.07	0.81	0
103109	hCG172483.3	4.05	0.12	0
103111	hCG41859.3	16.59	0.04	0
103113	hCG37663.3	3.33	0.12	0
103115	hCG15011.4	0.4	6.25	1
103117	hCG1644400.1	0.83	0.14	0
103150	hCG2002097	0.42	3.51	1
103152	hCG1992232	3.11	0.27	0
103153	hCG1778319.2	7.96	0.07	0
103159	hCG1647464.2	0.22	0.74	0
103164	hCG1685939.3	0.85	0.26	0
103169	hCG1802988.1	0.75	12.72	1
103171	hCG2043012	0.39	0.29	0
103183	hCG1814877.1	29.95	0.02	0
103185	hCG2039741.1	0.89	1.1	1
103193	hCG30082.2	0.51	0.62	0
103201	hCG1820431.1	745.27	0.02	0
103206	hCG41697.4	3.68	0.13	0
103211	hCG38581.2	2.1	0.41	0
103212	hCG16094.2	0.2	29.11	1
10321330	hCG2040076	4.34	0.2	0
103214	hCG2008985	15.59	0.07	0
10322069	hCG2038213	0.23	0.94	0
103225	hCG18100.3	430.6	0.03	0
103227	hCG37739.4	0.4	2.65	1
103232	hCG1643931.3	21.37	0.05	0
103235	hCG2039966	1.64	0.09	0
103239	hCG1979968.1	0.46	2.1	1
103241	hCG1988582	7.5	0.85	0
103252	hCG1817305.1	0.93	0.4	0
103254	hCG20762.3	0.22	0.81	0
103259	hCG1811101.1	2.28	1.57	1
103260	hCG1651476.3	0.12	11.42	1
103264	hCG1815700.1	0.39	2.06	1
103269	hCG1813574.1	0.26	1.16	1
103271	hCG1818477.1	12.81	0.15	0
103273	hCG15106.3	1.96	0.1	0
103279	hCG20731.2	5.19	0.18	0
103288	hCG1646954.3	0.61	9.99	1
103291	hCG1749250.2	33.01	0.02	0
103297	hCG16217.2	0.41	4.27	1
103301	hCG1745301.2	5.04	0.12	0
103305	hCG2036991	1.67	1.7	1
103306	hCG37043.2	3.01	0.15	0
103310	hCG33813.3	0.54	2.09	1
103318	hCG37733.2	2.09	0.48	0
103331	hCG2040484	0.62	1.11	1
103341	hCG42588.2	2.68	0.1	0
103342	hCG24320.3	0.57	1.04	1
103344	hCG19963.3	0.24	4.25	1
103350	hCG40598.3	169.24	0.02	0
103355	hCG2041900	0.52	12.58	1
103357	hCG1814693.1	26.47	0.05	0
103366	hCG27637.3	195.47	0.03	0
103367	hCG1981497.1	0.22	0.47	0
103382	hCG29965.2	6.96	0.12	0
103384	hCG1740870.3	9.44	0.04	0
103392	hCG37519.2	7.34	0.06	0
103394	hCG1820887.1	2.85	0.19	0
103395	hCG2039601	11.75	0.04	0
103396	hCG2043008	0.14	0.58	1
103401	hCG2036635	0.3	0.93	0
103403	hCG1646223.3	0.43	1.24	1
103404	hCG18406.5	2.66	2.55	1
103406	hCG1980289.2	2.14	0.13	0
103409	hCG2010534	379.86	0.14	32832
103413	hCG22229.3	107.52	0.03	0
103415	hCG25777.3	155.51	0.03	0
103418	hCG2008664	11.26	0.03	0
103423	hCG22691.3	35.88	0.03	0
103430	hCG1645989.3	21.37	0.04	0
103431	hCG1784812.2	2.12	0.07	0
103434	hCG1648414.2	0.57	40.45	1
103435	hCG38020.2	40.25	0.04	0
10343858	hCG2038818	0.28	0.68	0
103440	hCG42395.2	0.2	0.81	0
103441	hCG32877.3	12.63	0.04	0
103444	hCG1995707.1	0.88	9.15	1
103446	hCG1820930.1	56.79	0.03	0
103451	hCG1780859.1	0.15	0.52	1
103457	hCG1685967.3	0.42	23.57	1
103458	hCG1641005.2	3.98	0.19	0
103461	hCG1787365.2	4.44	0.07	0
103463	hCG25766.3	0.37	0.55	0
103465	hCG40052.3	122.56	0.02	0
103467	hCG1655714.4	0.53	119.25	1
103468	hCG20388.3	0.55	1.56	1
103474	hCG1645360.3	1.53	0.09	0
103475	hCG27851.3	0.69	0.68	0
103476	hCG15431.4	1.56	0.09	0
103481	hCG32980.4	123.32	0.03	0
103491	hCG1820662.1	141	0.02	0
103492	hCG31492.3	41.11	0.03	0
103516	hCG1775384.1	0.72	0.6	0
10351750	hCG1656406.2	0.39	4.4	1
103520	hCG25151.3	1.85	0.1	0
103522	hCG1750177.3	1.43	0.31	0
103524	hCG1773771.2	0.6	3.69	1
10353180	hCG2038470	0.12	0.89	1
103532	hCG1746632.3	0.61	0.39	0
103536	hCG1815319.1	0.39	0.6	0
103537	hCG28279.3	16.21	0.04	0
103547	hCG14619.3	7.25	0.06	0
103552	hCG21192.2	0.54	1.82	1
103553	hCG2041540	5.06	0.04	0
103554	hCG19167.2	0.4	1.08	1
10355470	hCG1812767.2	0.94	0.36	0
103558	hCG40497.3	0.29	5.58	1
103562	hCG38914.2	1.34	0.85	0
103563	hCG1779820.3	0.93	13.72	1
103564	hCG41496.2	2.54	0.18	0
103567	hCG19091.3	1.09	0.24	0
103579	hCG1812106.1	1.58	0.12	0
10357919	hCG2040189	0.81	0.9	0
103585	hCG1642370.3	117.49	0.03	0
103586	hCG1806724.1	1.59	3.23	1
103587	hCG1660428.2	0.52	12.09	1
103589	hCG19964.2	1.02	0.4	0
103604	hCG21092.3	2.79	0.13	0
103612	hCG28828.3	0.91	0.18	0
103613	hCG1795887.2	0.49	20.13	1
103617	hCG27500.3	38.9	0.03	0
103618	hCG22857.4	0.91	0.4	0
103624	hCG2040186	2254.46	0.03	0
103625	hCG41606.3	57.41	0.12	0
103626	hCG1653800.2	0.18	0.44	1
103627	hCG18113.4	0.76	2.12	1
103640	hCG1646329.2	0.11	0.73	1
103641	hCG401302.3	89.12	0.02	0
103642	NM_032746.1	0.52	0.9	0
103644	hCG24517.3	0.36	0.28	131073
103651	hCG21827.2	5.15	0.03	0
103654	hCG40776.2	0.47	0.26	0
103659	hCG1811409.1	0.2	0.62	0
103665	hCG2042924	1.88	0.37	64
103666	hCG38454.2	7.25	0.12	0
103677	hCG22414.3	0.91	3.81	1
103678	hCG1640379.3	1.8	0.07	0
103682	hCG36931.2	11.23	0.04	0
103690	hCG1643314.3	11.14	0.05	0
103693	hCG20964.2	76.28	0.04	0
103694	hCG2020366	176.44	0.02	0
103696	hCG37382.3	2.33	0.08	0
10370245	hCG1984526	0.21	1.56	1
103703	hCG1640242.2	34.05	0.04	0
103705	hCG29571.3	135.45	0.02	0
103717	hCG28546.2	1.99	0.09	0
103718	hCG1796949.1	10.14	0.05	0
103719	hCG1813784.1	3.45	0.06	0
103720	hCG1811426.1	0.64	0.84	0
103726	hCG19169.3	890.96	0.04	0
103729	hCG15175.3	0.41	0.57	1
103744	hCG2036743.2	1.01	2.21	1
103746	hCG2021680.2	3.04	0.08	0
103752	hCG14791.3	2.52	0.58	0
103754	hCG21774.2	0.22	0.82	0
10375855	hCG2038564	1.43	0.19	0
103764	hCG2018629	0.6	20.15	1
103769	hCG2011555	0.91	0.33	0
103775	hCG1739139.2	15.7	0.04	0
103778	hCG1740677.2	16.96	0.02	0
103779	hCG1649989.4	0.7	0.36	0
103786	hCG1739029.2	1.51	0.21	0
103792	hCG1783466.1	0.22	0.58	1
103793	hCG1641034.2	13.39	0.06	0
103795	hCG1793363.2	13.19	0.09	0
103802	hCG2024907.1	0.28	3.22	1
103805	hCG1820375.1	9.66	0.24	0
103806	hCG32473.4	0.54	0.77	0
103809	hCG2042922	1.41	0.18	0
103810	hCG21380.4	14.3	0.04	0
103813	hCG38642.3	0.42	3.23	1
103822	hCG2040926	3.9	1.8	1
103824	hCG2019919.1	1.51	0.83	0
103829	hCG42064.3	0.56	1.33	1
103831	hCG1781444.2	0.91	0.26	0
103843	hCG2031127.1	0.61	0.26	0
10384403	hCG1812928.1	0.42	5.54	1
103846	hCG1792372.1	6.58	0.04	0
103851	hCG1738708.3	19.24	0.05	0
103866	hCG41870.2	0.23	0.87	1
103867	hCG1811955.2	1.43	0.16	0
103870	hCG1998565.1	1.01	0.56	0
103875	hCG401157.3	6.58	0.04	0
103876	hCG2011203	0.14	1.81	1
103877	hCG15781.3	0.87	0.39	0
103883	hCG2010581	1.98	0.12	0
103885	hCG2039986	1.14	1.63	1
103888	hCG17094.3	1.15	0.5	0
103892	hCG1776789.1	67.81	0.04	0
103896	hCG1646767.4	26.1	0.04	0
103907	hCG1788023.2	3.1	0.07	0
103910	hCG28389.3	30.87	0.04	0
10391124	hCG2017397	1.65	0.08	0
103913	hCG21816.3	0.16	2.37	1
103918	hCG1786026.2	0.41	35.32	1
103919	hCG1748740.1	0.44	3.14	1
103920	hCG1789640.2	0.43	1.3	1
103921	hCG29015.2	0.2	2.3	1
103928	hCG1985449	7.66	0.04	0
103931	hCG38100.3	66.71	0.02	0
103944	hCG1989313	2.8	0.06	0
103950	hCG65710.3	0.45	1.99	1
103958	hCG24464.3	0.42	8.11	1
103964	hCG2039882.1	1.53	0.22	0
103970	hCG2021608	2.36	0.33	0
103975	hCG22198.3	12.72	0.04	0
103976	hCG2017089	0.84	7.45	1
103999	hCG14909.2	5.6	0.07	0
10400392	hCG1649342.2	13.29	0.05	0
104009	hCG2002404.1	22.3	0.04	0
104013	hCG23778.3	2.93	3.88	1
104031	hCG28120.3	0.15	0.75	1
104032	hCG2041043	0.12	0.22	131073
104033	hCG33056.2	0.34	1.77	1
104036	hCG39511.3	1.21	0.41	0
104040	hCG1820368.1	0.67	0.75	0
104054	hCG14817.5	11.59	0.05	0
104057	hCG1731120.2	540.86	0.02	0
104059	hCG29734.3	12.63	0.06	0
104062	hCG27811.2	68.21	0.02	0
104079	hCG25198.3	1.07	0.48	0
104080	hCG1811308.1	0.49	1.38	1
104081	hCG41256.3	0.42	0.4	0
10409147	hCG1820564.2	0.39	1.17	1
104096	hCG1793011.2	22.77	0.04	0
104099	hCG21468.3	0.72	0.65	0
104102	hCG1820679.1	0.14	0.23	131073
10410414	hCG1993757	0.97	1.52	1
104105	hCG2040891	0.48	4.02	1
104108	hCG2020259	0.47	6.72	1
10411442	hCG2039107	0.75	17.07	1
104115	hCG34094.2	46.1	0.02	0
104116	hCG1786687.2	0.42	1.88	1
104119	hCG27948.2	14.24	0.05	0
104123	hCG2024082	3.91	0.18	0
104128	hCG1759019.2	31.46	0.05	0
104131	hCG38001.3	54.45	0.03	0
104139	hCG1778821.2	6.45	0.03	0
104140	hCG36852.3	210.62	0.03	0
104142	hCG38282.2	2.79	0.31	0
104153	hCG1642295.3	0.47	1.08	1
104157	hCG31440.2	9.2	0.04	0
104158	hCG2022649	12.05	0.04	0
104166	hCG1640530.3	0.62	2.01	1
104172	hCG2033000	13	0.03	0
104186	hCG1649585.3	112.28	0.04	0
104189	hCG17428.2	8.06	0.12	0
10419000	hCG27641.2	46.99	0.02	0
104193	hCG1644565.2	303.07	0.03	0
104196	hCG2014424	300.25	0.02	0
104200	hCG19694.3	25.8	0.02	0
104202	hCG1816686.1	0.44	8.67	1
104207	hCG1811048.1	0.18	0.5	1
104213	hCG201350.3	34.26	0.04	0
104215	hCG18590.3	0.93	0.46	0
104218	hCG21728.2	0.52	1.49	1
104220	hCG1818593.1	41.65	0.04	0
104225	hCG16453.4	172.27	0.02	0
10423512	hCG2038259	1	0.18	0
104237	hCG1640072.3	3.52	0.13	0
104240	hCG2042003	0.98	0.61	0
104245	hCG41818.2	5.28	0.21	0
104251	hCG2005257.1	0.69	0.18	0
104254	hCG15747.3	1.24	0.36	0
104259	hCG1735857.2	17.66	0.05	0
104260	hCG1774334.2	70.27	0.03	0
104268	hCG2040737	1.64	0.26	0
10426832	hCG2036664	0.52	1.18	1
104271	hCG2040366	0.53	0.93	1
104273	hCG1645038.3	1.13	0.15	0
104275	hCG1780732.1	0.55	0.32	0
104276	hCG2001263	0.53	1.22	1
104280	hCG23414.3	15.25	0.04	0
10428338	hCG1807143.1	3.64	0.04	0
104287	hCG1776606.3	2.34	0.09	0
104292	hCG1642699.4	0.48	0.58	0
104293	hCG15168.2	4.22	0.21	0
104294	hCG26509.4	0.36	1.11	1
104309	hCG31703.2	36.78	0.04	0
104310	hCG2043346	0.44	4.73	1
104322	hCG21258.3	2.05	0.18	0
104328	hCG1980650	43.45	0.03	0
104331	hCG2042874	0.95	0.4	0
104341	hCG2017437	648.52	0.02	0
104346	hCG19398.4	12.67	0.05	0
104347	hCG1995515	0.35	1.2	1
10434918	hCG2038092	0.23	0.56	0
104350	hCG21577.3	1.24	0.73	0
104351	hCG17136.4	0.74	0.48	0
104353	hCG38365.3	0.31	3.56	1
104356	hCG1979959	9.31	0.86	0
104360	hCG39821.3	6.96	0.05	0
104371	hCG2039927	0.22	1.57	1
104372	hCG1782893.1	25.3	0.03	0
104377	hCG19442.3	16.68	0.05	0
104379	hCG2011326	0.75	1.17	1
104384	hCG20905.2	0.25	1.39	1
104387	hCG2003971	0.46	3.35	1
104400	hCG1639841.2	57.95	0.02	0
104402	hCG15009.2	22.13	0.03	0
104407	hCG2041657	0.66	2.36	1
104408	hCG2041611	6.93	0.06	0
104409	hCG1987923	736.01	0.04	0
10441133	hCG2038750	0.77	1.53	1
10442161	hCG1644030.1	1.11	0.58	64
104424	hCG32193.3	0.53	6.24	1
104427	hCG1781704.1	183.41	0.04	0
104428	hCG2019830	14.17	0.04	0
104431	hCG2039591	0.44	1.21	1
104447	hCG1990378	0.59	2	1
104450	hCG2042022	0.96	0.45	0
104454	hCG1640936.3	0.48	10.57	1
104456	hCG2022920.2	2386.19	0.03	0
104458	hCG23690.2	8.38	0.04	0
104460	hCG2040577	0.52	1.57	1
104469	hCG1778199.3	0.36	0.59	0
104475	hCG22745.3	1.07	29.1	1
104477	hCG1654959.2	5.59	0.03	0
104481	hCG1744837.2	0.6	13.12	1
104483	hCG1735182.2	59.27	0.04	0
104484	hCG38307.4	0.62	0.21	0
104490	hCG1811800.1	28.6	0.03	0
104499	hCG2005484	0.99	108.03	1
104504	hCG2029168.1	0.39	1.93	1
10450649	hCG2039884	6.67	1.62	1
104510	hCG17156.3	0.78	0.52	0
104511	hCG20330.2	0.49	9.98	1
104523	hCG1643105.2	0.23	1.73	1
104525	hCG15047.3	0.62	0.42	0
10452548	NM_181780.1	0.59	0.54	1
104528	hCG2041572	0.87	0.75	0
104531	hCG14838.2	0.15	3.34	1
104533	hCG23580.2	3.7	2.57	1
104539	hCG38146.3	1.97	0.13	0
104547	hCG30309.2	0.84	0.5	0
104549	hCG38601.3	1	0.92	0
10455177	hCG2038163	0.14	1.43	1
104557	hCG37743.2	2.61	0.09	0
104562	hCG28199.2	65.82	0.02	0
104564	hCG2018358	205.25	0.04	0
104566	hCG21080.2	45.94	0.03	0
104569	hCG32473.4	166.75	0.04	0
104572	hCG1985925	0.38	1.87	1
104576	hCG1787737.1	1.07	7.1	1
104577	hCG1787816.2	0.55	0.86	0
104585	hCG2018550	0.78	1.55	1
104588	hCG19132.2	0.49	2.02	1
104590	hCG1811893.1	0.27	1.3	1
104594	hCG2026261	1263.08	0.03	0
10459528	hCG2039077	1.51	0.09	0
10460534	hCG2038256	0.64	25.46	1
104610	hCG23403.3	0.23	0.44	0
10461026	hCG2039488	0.72	2.31	1
104615	hCG1640686.3	0.39	6.55	1
104619	hCG1985303	30	0.04	0
104621	hCG1643045.2	1.51	0.4	0
104625	hCG15685.3	1898.66	0.03	0
104627	hCG41145.4	78.57	0.03	0
104634	hCG37578.3	0.57	0.94	0
104638	hCG1982314	29.95	0.03	0
104641	hCG30946.3	1.39	1.02	1
104642	hCG2040418	0.12	4.31	1
104648	hCG21963.2	0.45	1.73	1
104651	hCG1749568.2	0.65	0.52	0
104667	hCG14891.3	1.68	0.82	0
104683	hCG14802.2	147.9	0.02	0
104690	hCG41805.3	14.79	0.02	0
104697	hCG18554.3	0.97	6.33	1
104701	hCG2039552	0.16	2.26	1
104706	hCG2039914	0.85	7.89	1
104707	hCG2039135	0.81	4.55	1
104708	hCG2017346.1	0.1	5.96	1
104709	hCG19957.2	2.87	0.07	0
104711	hCG2002352	0.26	1.61	1
10471331	hCG2038390	2.83	0.15	0
104716	hCG1984517	0.31	1.21	1
104718	hCG1644059.1	87.22	0.04	0
104721	hCG2030443	0.97	0.2	0
104723	hCG21122.4	4.16	0.14	0
104728	hCG2036946	5.63	0.05	0
104731	hCG1743613.1	423.64	0.02	0
104739	hCG2041906	2.46	0.09	0
104741	hCG15927.3	55.84	0.04	0
104742	hCG23516.3	61.91	0.03	0
104743	hCG38510.2	0.9	0.86	0
104745	hCG2026642	0.6	4.09	1
104748	hCG1744184.3	20.13	0.05	0
104750	hCG2012960	3.4	0.06	0
104760	hCG29186.3	1.31	0.19	0
104762	hCG20953.3	1.01	0.44	0
104763	hCG2040677	4.34	0.06	0
104764	hCG37666.3	3.19	0.15	0
104767	hCG2033655.1	0.2	0.94	1
104770	hCG17758.2	82.13	0.02	0
104771	hCG28161.2	0.51	7.08	1
104772	hCG31445.3	20.14	0.04	0
104774	hCG37516.2	4.53	0.08	0
104777	hCG21603.3	0.41	1	1
104778	hCG20398.3	0.42	0.28	0
104782	hCG40060.3	447.64	0.03	0
104785	hCG1811180.1	0.19	0.74	1
104791	hCG1771494.1	1.17	0.36	0
10480018	hCG15641.3	8.19	0.07	0
104824	hCG17734.3	2.5	1.72	1
104827	hCG1641491.4	0.95	3.37	1
104831	hCG2040940	0.41	2.93	1
104851	hCG2039099	0.53	0.56	0
104861	hCG17901.3	155.76	0.04	0
104862	hCG1788068.2	0.82	2.27	1
104870	hCG2039238	0.41	10.01	1
104873	hCG1728885.2	26.65	0.03	0
104878	hCG1641874.2	0.4	1.98	1
104890	hCG1641737.2	29.75	0.04	0
104893	hCG2038584	4.27	0.24	0
104900	hCG20149.2	52.72	0.03	0
104901	hCG16322.3	278.95	0.03	0
104905	hCG1774990.2	4.19	0.12	0
104921	hCG2005638	5.4	0.15	0
104923	hCG1735376.2	0.26	2.34	1
104925	hCG38465.3	10.21	0.09	0
104926	hCG19796.3	0.64	0.22	0
104931	hCG1810908.2	0.89	1.99	1
104932	hCG2007311.1	0.62	1.89	1
104934	hCG2040326	3.91	0.13	0
104936	hCG16212.3	0.43	1.61	1
104939	hCG1656774.4	4.97	0.12	0
104942	hCG29788.3	0.6	3.26	1
104945	hCG37062.2	16.73	0.06	0
104948	hCG1983549.1	2.08	0.14	0
104952	hCG2043997	0.39	1.84	1
104955	hCG1986010	3.59	0.27	0
104959	hCG1738432.2	0.77	0.17	0
104977	hCG1646472.3	0.98	0.42	0
104984	hCG1643089.3	0.63	5.28	1
104988	hCG31438.4	180.81	0.03	0
104996	hCG40688.2	0.37	0.7	1
105004	hCG1646360.3	4.28	0.06	0
105010	hCG32194.3	31.91	0.04	0
105011	hCG1640490.3	5.79	0.07	0
105014	hCG1998804	1.66	0.12	0
105018	hCG39211.3	3.34	0.44	0
105029	hCG22606.2	0.92	7.74	1
105030	hCG1986857	249.34	0.03	0
105040	hCG2020289	13.4	0.02	0
105052	hCG1816330.1	1.13	5.52	1
105053	hCG21923.3	76.37	0.02	0
105056	hCG401225.3	1228.12	0.03	0
105061	hCG39012.2	10.01	0.06	0
105062	hCG2040828	0.66	2.52	1
105064	hCG1989252	9.47	0.08	0
105075	hCG39854.3	0.26	0.64	1
105079	hCG27977.5	3.28	0.06	0
105080	hCG24168.3	0.58	0.76	0
105082	hCG40765.4	66.79	0.03	0
105086	hCG2041342	0.46	1.04	1
105087	hCG2006972	14.04	0.02	0
105091	hCG22370.4	0.33	0.85	0
105093	hCG1786599.1	0.63	0.66	0
105095	hCG1749680.2	3.13	0.19	0
105105	hCG39688.2	25.56	0.04	0
105110	hCG1652104.2	1.34	0.86	1
105113	hCG15493.3	0.69	14.73	1
105114	hCG1644250.3	0.49	0.39	0
105117	hCG41536.3	0.31	0.44	0
105119	hCG29392.3	1.76	1.56	1
105120	hCG1739025.2	46.9	0.04	0
105123	hCG2040855	0.46	1.6	1
105128	hCG2040096	1.05	7.28	1
105130	hCG22316.4	1.9	0.16	0
105150	hCG37175.3	1	0.62	0
105151	hCG32904.3	0.66	1.79	1
105152	hCG14867.3	0.66	0.68	0
105155	hCG1644162.3	1173.67	0.03	0
105160	hCG15585.2	3.08	0.2	0
105163	hCG1812039.1	0.57	0.6	0
105165	hCG30012.2	3.69	4.44	1
105172	hCG1743768.2	51.31	0.04	0
105173	hCG1737521.1	0.74	0.46	0
105191	hCG1802174.1	0.5	0.64	0
105194	hCG2040681	62.1	0.04	0
105195	hCG21872.2	0.15	1.7	1
105197	hCG2022206.1	5.03	0.09	0
105207	hCG1800431.1	0.21	2.46	1
105208	hCG21103.3	48.56	0.05	0
105211	hCG1792141.1	588.49	0.03	0
105226	hCG15581.4	9.39	0.11	0
105227	hCG2040447	16.53	0.05	0
105239	hCG20211.2	139.16	0.04	0
105242	hCG1989144	8.48	0.31	0
105249	hCG16114.3	0.76	45.08	1
105251	hCG1784794.3	1.57	0.11	0
105258	hCG401253.4	0.98	1.3	1
105260	hCG15775.4	27.01	0.03	0
105265	hCG1748835.2	1.91	0.08	0
105266	hCG2028720	2.12	0.06	0
10526619	hCG2037013	3.05	0.08	0
105271	hCG1985512.1	114.92	0.02	0
105274	hCG2039662	1.85	0.25	0
105275	hCG1737652.1	3.55	0.08	0
105279	hCG1990594.1	2.95	0.11	0
105288	hCG401306.4	0.86	0.61	0
105289	hCG1771487.2	36.06	0.02	0
105293	hCG25025.3	3.71	0.18	0
10529369	hCG1776081.1	3.11	0.09	0
105296	hCG1730823.3	6.83	0.03	0
105298	hCG37280.2	0.75	5.12	1
105301	hCG33095.2	0.26	0.76	1
105317	hCG2042025	37.78	0.04	0
105321	hCG21198.4	2.56	0.17	0
105322	hCG2040265	13.45	0.05	0
105334	hCG172485.2	2.1	0.18	0
105346	hCG2043355	4.03	1.6	1
105348	hCG1821862.2	0.73	0.75	0
105351	hCG27440.2	29.4	0.04	0
105353	hCG20954.3	0.65	2.26	1
105355	hCG1729965.2	1.25	0.18	0
105365	hCG41355.3	20.16	0.15	0
105366	hCG1816468.1	0.31	0.44	0
105368	hCG17791.3	0.18	1.96	1
105371	hCG1784540.1	0.47	4.43	1
105376	hCG2033443	8.84	0.05	0
105377	hCG21682.4	12.48	0.07	0
105378	hCG1820645.2	23.98	0.05	0
105379	hCG17380.4	0.7	0.96	1
105380	hCG23318.2	36.86	0.04	0
105383	hCG15820.3	77.61	0.05	0
105389	hCG2040728	1.23	1.34	1
105390	hCG20725.3	0.38	0.79	0
105391	hCG1989994	1.57	0.51	0
105398	hCG2014981.1	0.26	1.28	1
105403	hCG32917.3	0.53	0.84	1
105404	hCG27566.3	6.82	0.06	0
105408	hCG401272.4	8.14	0.1	0
10540827	hCG1647993.3	0.43	38.35	1
105409	hCG1781103.2	1.06	0.15	0
105415	hCG1982192	0.73	0.21	0
105417	hCG2013848	0.73	0.26	0
105418	hCG1999404	0.67	10.03	1
105419	hCG2020974	6.91	0.07	0
105421	hCG1811629.1	1.27	5.08	1
105423	hCG38737.2	2142.84	0.03	0
105427	hCG2004715	3.16	0.33	0
10542768	hCG2038787	0.22	0.42	1
10542888	hCG2038404	0.34	0.84	0
105430	hCG401158.3	1.08	0.55	0
105431	hCG1766780.2	123.6	0.02	0
105434	hCG1999239	1.86	0.15	0
105435	hCG17633.3	1.85	0.24	0
10543547	hCG2038590	1.12	4.19	1
105441	hCG1990741.1	0.16	9.39	1
10544383	hCG2006931	3.08	0.19	0
105447	hCG39085.2	0.32	2.01	1
105450	hCG15752.3	43.07	0.05	0
10545131	hCG2020606	0.2	0.87	1
105455	hCG1645680.4	2.2	0.06	0
105457	hCG24098.3	3.95	0.09	0
10546117	hCG2039084	1.59	0.15	0
10546171	hCG2013041	4.2	0.11	0
105463	hCG34334.2	42.91	0.02	0
105466	hCG2041695	1.5	0.35	0
10546690	hCG1994027	5.09	0.1	0
105470	hCG1798762.1	0.14	1.29	1
105475	hCG1651359.2	1.05	0.63	0
105476	hCG1815393.2	0.5	5.19	1
105485	hCG1798407.2	0.48	0.39	0
10548782	hCG2038585	0.41	0.63	0
105488	hCG18385.2	2.4	0.2	0
10549129	hCG2021464	0.68	2.63	1
105493	hCG1686428.3	0.35	0.6	0
105495	hCG2040316	0.97	84.14	1
105497	hCG27351.3	150.38	0.05	0
105499	hCG16406.2	6.64	0.05	0
105503	hCG1641561.3	1.99	0.8	0
105507	hCG21923.3	7.58	0.18	0
105508	hCG2040034	0.46	2.57	1
105510	hCG2040967	8.75	0.06	0
105515	hCG1810754.1	62.77	0.04	0
105520	hCG21619.3	2.35	0.18	0
105525	hCG27238.3	6.41	0.15	0
105530	hCG1776997.1	1.14	2.96	1
105532	hCG2040319	0.36	0.23	64
105533	hCG2039616	2.56	0.25	0
105539	hCG43758.3	3.96	0.06	0
105544	hCG24122.2	0.38	8.44	1
105550	hCG30273.3	18.03	0.03	0
105553	hCG1790832.1	60.06	0.02	0
105554	hCG25662.3	0.52	1.91	1
105555	hCG15829.4	48.79	0.02	0
105558	hCG1988939.1	6.59	0.08	0
105559	hCG1983637	26.73	0.03	0
105562	hCG23728.2	9.51	0.13	0
105566	hCG22208.2	1.06	0.28	0
105567	hCG2026259	1.1	2.88	1
105570	hCG1644324.2	4.53	0.05	0
105575	hCG23764.3	21.45	0.03	0
105582	hCG2002178	0.45	8.9	1
105583	hCG1643188.2	0.69	0.78	1
105587	hCG1785240.2	2.36	0.08	0
10558829	hCG2007431	0.6	1.38	1
105589	hCG2039726.1	0.4	2.06	1
10558922	hCG2038153	3.02	0.07	0
105591	hCG1811704.2	43.27	0.02	0
10559130	hCG2039022	2.01	0.2	0
105597	hCG38472.2	1489.88	0.02	0
105598	hCG2014488.1	0.54	3.75	1
105602	hCG21776.4	699.35	0.02	0
105603	hCG2024856	1.6	0.13	0
105605	R26_hCT30425.2	393.07	0.02	0
105608	hCG2042039	1.51	0.26	0
105614	hCG1987171.2	0.95	0.42	0
105615	hCG15091.3	1.08	0.21	0
105616	hCG21268.3	0.33	1.62	1
105619	hCG1990724	0.54	23.87	1
105620	hCG2032963	1.2	0.24	0
105627	hCG28177.2	28.51	0.06	0
105637	hCG2042269	2.98	0.08	0
105643	hCG17894.3	118.49	0.02	0
105644	hCG1820585.2	0.93	0.48	0
105646	hCG16225.4	0.23	1.95	1
105655	hCG20190.2	1.56	0.34	0
105672	hCG1736013.3	0.31	0.85	0
10567608	hCG2038388	2.07	0.05	0
