R("M5dglcnb_Transp")	R("Macb_Transp")	R("Macnamb_Transp")	R("Madnb_Transp")	R("Makgb_Transp")	R("MallDb_Transp")	R("MarabLb_Transp")	R("Mdad2b_Transp")	R("Mf6pb_Transp")	R("Mforb_Transp")	R("Mfrub_Transp")	R("MfucLb_Transp")	R("Mfumb_Transp")	R("Mgalb_Transp")	R("MgalctDb_Transp")	R("MgalctnDb_Transp")	R("MgalctnLb_Transp")	R("Mgalurb_Transp")	R("MglcDb_Transp")	R("Mglcnb_Transp")	R("Mglcrb_Transp")	R("Mglcurb_Transp")	R("Mglycltb_Transp")	R("Minsb_Transp")	R("MlacLb_Transp")	R("Mlctsb_Transp")	R("MlyxLb_Transp")	R("MmalDb_Transp")	R("MmalLb_Transp")	R("Mmaltb_Transp")	R("Mmalttrb_Transp")	R("Mmanb_Transp")	R("Mmelibb_Transp")	R("Mmnlb_Transp")	R("Mpyrb_Transp")	R("MribDb_Transp")	R("Mrmnb_Transp")	R("MsbtDb_Transp")	R("Msuccb_Transp")	R("Mthymdb_Transp")	R("Mtreb_Transp")	R("Murib_Transp")	R("MxylDb_Transp")
R("Madeb_Transp")	R("Magmb_Transp")	R("MargLb_Transp")	R("MasnLb_Transp")	R("Mcsnb_Transp")	R("Mcytdb_Transp")	R("Mgamb_Transp")	R("MgluLb_Transp")	R("Mgsnb_Transp")	R("MhisLb_Transp")	R("MileLb_Transp")	R("MleuLb_Transp")	R("MlysLb_Transp")	R("Mnh4b_Transp")	R("Mno2b_Transp")	R("Mornb_Transp")	R("MpheLb_Transp")	R("MproLb_Transp")	R("Mptrcb_Transp")	R("MthrLb_Transp")	R("MtrpLb_Transp")	R("MtyrLb_Transp")	R("Mxanb_Transp")	R("Mxtsnb_Transp")
R("M23campb_Transp")	R("M23ccmpb_Transp")	R("M23cgmpb_Transp")	R("M23cumpb_Transp")	R("M3ampb_Transp")	R("M3cmpb_Transp")	R("M3gmpb_Transp")	R("M3umpb_Transp")	R("Mcmpb_Transp")	R("Mgam6pb_Transp")	R("Mgmpb_Transp")	R("Mman6pb_Transp")	R("Mminohpb_Transp")	R("Mpib_Transp")	R("MpserLb_Transp")	R("Mthrpb_Transp")	R("Mtyrpb_Transp")	R("Mumpb_Transp")
R("Mbutso3b_Transp")	R("McysDb_Transp")	R("Mgthrdb_Transp")	R("Misetacb_Transp")	R("MmetDb_Transp")	R("MmetsoxSLb_Transp")	R("Mmso3b_Transp")	R("Mso4b_Transp")	R("Mtaurb_Transp")	R("Mtsulb_Transp")
